target,target_url,pattern_id,table,session_id,attempt_index,query,http_status,client_latency_ms,decision,risk_score,risk_level,deny_categories,reasons,session_query_count,session_denied_count,session_denied_tables,gateway_latency_ms
session,https://demo.tankada.io,offset_stepping,cards,cov-offset_stepping-cards-933732e4,8,"SELECT id, card_number FROM cards WHERE tenant_id = 'tenant_1' ORDER BY id LIMIT 100 OFFSET 800",403,516.51,deny,4,medium,session_block,exfiltration pattern: 7 paginated queries detected in this session (LIMIT/OFFSET stepping) | reformulation pattern: table 'cards' was denied 2 times in this session,9,3,"{""cards"": 3}",9
session,https://demo.tankada.io,offset_stepping,cards,cov-offset_stepping-cards-933732e4,9,"SELECT id, card_number FROM cards WHERE tenant_id = 'tenant_1' ORDER BY id LIMIT 100 OFFSET 900",403,516.44,deny,4,medium,session_block,exfiltration pattern: 8 paginated queries detected in this session (LIMIT/OFFSET stepping) | reformulation pattern: table 'cards' was denied 3 times in this session | session suspended: 3 prior denials indicate a malicious query pattern,10,4,"{""cards"": 4}",11
session,https://demo.tankada.io,offset_stepping,cards,cov-offset_stepping-cards-933732e4,10,"SELECT id, card_number FROM cards WHERE tenant_id = 'tenant_1' ORDER BY id LIMIT 100 OFFSET 1000",403,521.55,deny,4,medium,session_block,exfiltration pattern: 9 paginated queries detected in this session (LIMIT/OFFSET stepping) | reformulation pattern: table 'cards' was denied 4 times in this session | session suspended: 4 prior denials indicate a malicious query pattern,11,5,"{""cards"": 5}",11
session,https://demo.tankada.io,offset_stepping,cards,cov-offset_stepping-cards-933732e4,11,"SELECT id, card_number FROM cards WHERE tenant_id = 'tenant_1' ORDER BY id LIMIT 100 OFFSET 1100",403,529.49,deny,4,medium,session_block,exfiltration pattern: 10 paginated queries detected in this session (LIMIT/OFFSET stepping) | reformulation pattern: table 'cards' was denied 5 times in this session | session suspended: 5 prior denials indicate a malicious query pattern,12,6,"{""cards"": 6}",12
session,https://demo.tankada.io,offset_stepping,cards,cov-offset_stepping-cards-933732e4,12,"SELECT id, card_number FROM cards WHERE tenant_id = 'tenant_1' ORDER BY id LIMIT 100 OFFSET 1200",403,528.4,deny,4,medium,session_block,exfiltration pattern: 11 paginated queries detected in this session (LIMIT/OFFSET stepping) | reformulation pattern: table 'cards' was denied 6 times in this session | session suspended: 6 prior denials indicate a malicious query pattern,13,7,"{""cards"": 7}",12
session,https://demo.tankada.io,offset_stepping,cards,cov-offset_stepping-cards-933732e4,13,"SELECT id, card_number FROM cards WHERE tenant_id = 'tenant_1' ORDER BY id LIMIT 100 OFFSET 1300",403,532.7,deny,4,medium,session_block,exfiltration pattern: 12 paginated queries detected in this session (LIMIT/OFFSET stepping) | reformulation pattern: table 'cards' was denied 7 times in this session | session suspended: 7 prior denials indicate a malicious query pattern,14,8,"{""cards"": 8}",8
session,https://demo.tankada.io,offset_stepping,cards,cov-offset_stepping-cards-933732e4,14,"SELECT id, card_number FROM cards WHERE tenant_id = 'tenant_1' ORDER BY id LIMIT 100 OFFSET 1400",403,517.7,deny,4,medium,session_block,exfiltration pattern: 13 paginated queries detected in this session (LIMIT/OFFSET stepping) | reformulation pattern: table 'cards' was denied 8 times in this session | session suspended: 8 prior denials indicate a malicious query pattern,15,9,"{""cards"": 9}",7
session,https://demo.tankada.io,offset_stepping,cards,cov-offset_stepping-cards-933732e4,15,"SELECT id, card_number FROM cards WHERE tenant_id = 'tenant_1' ORDER BY id LIMIT 100 OFFSET 1500",403,517.71,deny,4,medium,session_block,exfiltration pattern: 14 paginated queries detected in this session (LIMIT/OFFSET stepping) | reformulation pattern: table 'cards' was denied 9 times in this session | session suspended: 9 prior denials indicate a malicious query pattern,16,10,"{""cards"": 10}",9
session,https://demo.tankada.io,offset_stepping,cards,cov-offset_stepping-cards-933732e4,16,"SELECT id, card_number FROM cards WHERE tenant_id = 'tenant_1' ORDER BY id LIMIT 100 OFFSET 1600",403,532.64,deny,4,medium,session_block,exfiltration pattern: 15 paginated queries detected in this session (LIMIT/OFFSET stepping) | reformulation pattern: table 'cards' was denied 10 times in this session | session suspended: 10 prior denials indicate a malicious query pattern,17,11,"{""cards"": 11}",9
session,https://demo.tankada.io,offset_stepping,cards,cov-offset_stepping-cards-933732e4,17,"SELECT id, card_number FROM cards WHERE tenant_id = 'tenant_1' ORDER BY id LIMIT 100 OFFSET 1700",403,540.69,deny,4,medium,session_block,exfiltration pattern: 16 paginated queries detected in this session (LIMIT/OFFSET stepping) | reformulation pattern: table 'cards' was denied 11 times in this session | session suspended: 11 prior denials indicate a malicious query pattern,18,12,"{""cards"": 12}",10
session,https://demo.tankada.io,offset_stepping,cards,cov-offset_stepping-cards-933732e4,18,"SELECT id, card_number FROM cards WHERE tenant_id = 'tenant_1' ORDER BY id LIMIT 100 OFFSET 1800",403,512.97,deny,4,medium,session_block,exfiltration pattern: 17 paginated queries detected in this session (LIMIT/OFFSET stepping) | reformulation pattern: table 'cards' was denied 12 times in this session | session suspended: 12 prior denials indicate a malicious query pattern,19,13,"{""cards"": 13}",8
session,https://demo.tankada.io,offset_stepping,cards,cov-offset_stepping-cards-933732e4,19,"SELECT id, card_number FROM cards WHERE tenant_id = 'tenant_1' ORDER BY id LIMIT 100 OFFSET 1900",403,523.89,deny,4,medium,session_block,exfiltration pattern: 18 paginated queries detected in this session (LIMIT/OFFSET stepping) | reformulation pattern: table 'cards' was denied 13 times in this session | session suspended: 13 prior denials indicate a malicious query pattern,20,14,"{""cards"": 14}",9
session,https://demo.tankada.io,offset_stepping,loans,cov-offset_stepping-loans-0fd97505,0,"SELECT id, amount FROM loans WHERE tenant_id = 'tenant_1' ORDER BY id LIMIT 100 OFFSET 0",200,514.61,allow,0,low,,,1,0,{},11
session,https://demo.tankada.io,offset_stepping,loans,cov-offset_stepping-loans-0fd97505,1,"SELECT id, amount FROM loans WHERE tenant_id = 'tenant_1' ORDER BY id LIMIT 100 OFFSET 100",200,510.19,allow,0,low,,,2,0,{},8
session,https://demo.tankada.io,offset_stepping,loans,cov-offset_stepping-loans-0fd97505,2,"SELECT id, amount FROM loans WHERE tenant_id = 'tenant_1' ORDER BY id LIMIT 100 OFFSET 200",200,545.02,allow,0,low,,,3,0,{},15
session,https://demo.tankada.io,offset_stepping,loans,cov-offset_stepping-loans-0fd97505,3,"SELECT id, amount FROM loans WHERE tenant_id = 'tenant_1' ORDER BY id LIMIT 100 OFFSET 300",200,530.05,allow,0,low,,,4,0,{},13
session,https://demo.tankada.io,offset_stepping,loans,cov-offset_stepping-loans-0fd97505,4,"SELECT id, amount FROM loans WHERE tenant_id = 'tenant_1' ORDER BY id LIMIT 100 OFFSET 400",200,527.36,allow,2,low,,,5,0,{},13
session,https://demo.tankada.io,offset_stepping,loans,cov-offset_stepping-loans-0fd97505,5,"SELECT id, amount FROM loans WHERE tenant_id = 'tenant_1' ORDER BY id LIMIT 100 OFFSET 500",200,532.01,allow,2,low,,,6,0,{},13
session,https://demo.tankada.io,offset_stepping,loans,cov-offset_stepping-loans-0fd97505,6,"SELECT id, amount FROM loans WHERE tenant_id = 'tenant_1' ORDER BY id LIMIT 100 OFFSET 600",403,508.77,deny,2,low,session_block,exfiltration pattern: 5 paginated queries detected in this session (LIMIT/OFFSET stepping),7,1,"{""loans"": 1}",11
session,https://demo.tankada.io,offset_stepping,loans,cov-offset_stepping-loans-0fd97505,7,"SELECT id, amount FROM loans WHERE tenant_id = 'tenant_1' ORDER BY id LIMIT 100 OFFSET 700",403,523.12,deny,2,low,session_block,exfiltration pattern: 6 paginated queries detected in this session (LIMIT/OFFSET stepping),8,2,"{""loans"": 2}",12
session,https://demo.tankada.io,offset_stepping,loans,cov-offset_stepping-loans-0fd97505,8,"SELECT id, amount FROM loans WHERE tenant_id = 'tenant_1' ORDER BY id LIMIT 100 OFFSET 800",403,537.53,deny,4,medium,session_block,exfiltration pattern: 7 paginated queries detected in this session (LIMIT/OFFSET stepping) | reformulation pattern: table 'loans' was denied 2 times in this session,9,3,"{""loans"": 3}",10
session,https://demo.tankada.io,offset_stepping,loans,cov-offset_stepping-loans-0fd97505,9,"SELECT id, amount FROM loans WHERE tenant_id = 'tenant_1' ORDER BY id LIMIT 100 OFFSET 900",403,517.13,deny,4,medium,session_block,exfiltration pattern: 8 paginated queries detected in this session (LIMIT/OFFSET stepping) | reformulation pattern: table 'loans' was denied 3 times in this session | session suspended: 3 prior denials indicate a malicious query pattern,10,4,"{""loans"": 4}",9
session,https://demo.tankada.io,offset_stepping,loans,cov-offset_stepping-loans-0fd97505,10,"SELECT id, amount FROM loans WHERE tenant_id = 'tenant_1' ORDER BY id LIMIT 100 OFFSET 1000",403,539.85,deny,4,medium,session_block,exfiltration pattern: 9 paginated queries detected in this session (LIMIT/OFFSET stepping) | reformulation pattern: table 'loans' was denied 4 times in this session | session suspended: 4 prior denials indicate a malicious query pattern,11,5,"{""loans"": 5}",8
session,https://demo.tankada.io,offset_stepping,loans,cov-offset_stepping-loans-0fd97505,11,"SELECT id, amount FROM loans WHERE tenant_id = 'tenant_1' ORDER BY id LIMIT 100 OFFSET 1100",403,511.34,deny,4,medium,session_block,exfiltration pattern: 10 paginated queries detected in this session (LIMIT/OFFSET stepping) | reformulation pattern: table 'loans' was denied 5 times in this session | session suspended: 5 prior denials indicate a malicious query pattern,12,6,"{""loans"": 6}",13
session,https://demo.tankada.io,offset_stepping,loans,cov-offset_stepping-loans-0fd97505,12,"SELECT id, amount FROM loans WHERE tenant_id = 'tenant_1' ORDER BY id LIMIT 100 OFFSET 1200",403,524.66,deny,4,medium,session_block,exfiltration pattern: 11 paginated queries detected in this session (LIMIT/OFFSET stepping) | reformulation pattern: table 'loans' was denied 6 times in this session | session suspended: 6 prior denials indicate a malicious query pattern,13,7,"{""loans"": 7}",12
session,https://demo.tankada.io,offset_stepping,loans,cov-offset_stepping-loans-0fd97505,13,"SELECT id, amount FROM loans WHERE tenant_id = 'tenant_1' ORDER BY id LIMIT 100 OFFSET 1300",403,509.2,deny,4,medium,session_block,exfiltration pattern: 12 paginated queries detected in this session (LIMIT/OFFSET stepping) | reformulation pattern: table 'loans' was denied 7 times in this session | session suspended: 7 prior denials indicate a malicious query pattern,14,8,"{""loans"": 8}",10
session,https://demo.tankada.io,offset_stepping,loans,cov-offset_stepping-loans-0fd97505,14,"SELECT id, amount FROM loans WHERE tenant_id = 'tenant_1' ORDER BY id LIMIT 100 OFFSET 1400",403,508.24,deny,4,medium,session_block,exfiltration pattern: 13 paginated queries detected in this session (LIMIT/OFFSET stepping) | reformulation pattern: table 'loans' was denied 8 times in this session | session suspended: 8 prior denials indicate a malicious query pattern,15,9,"{""loans"": 9}",9
session,https://demo.tankada.io,offset_stepping,loans,cov-offset_stepping-loans-0fd97505,15,"SELECT id, amount FROM loans WHERE tenant_id = 'tenant_1' ORDER BY id LIMIT 100 OFFSET 1500",403,518.21,deny,4,medium,session_block,exfiltration pattern: 14 paginated queries detected in this session (LIMIT/OFFSET stepping) | reformulation pattern: table 'loans' was denied 9 times in this session | session suspended: 9 prior denials indicate a malicious query pattern,16,10,"{""loans"": 10}",10
session,https://demo.tankada.io,offset_stepping,loans,cov-offset_stepping-loans-0fd97505,16,"SELECT id, amount FROM loans WHERE tenant_id = 'tenant_1' ORDER BY id LIMIT 100 OFFSET 1600",403,515.05,deny,4,medium,session_block,exfiltration pattern: 15 paginated queries detected in this session (LIMIT/OFFSET stepping) | reformulation pattern: table 'loans' was denied 10 times in this session | session suspended: 10 prior denials indicate a malicious query pattern,17,11,"{""loans"": 11}",8
session,https://demo.tankada.io,offset_stepping,loans,cov-offset_stepping-loans-0fd97505,17,"SELECT id, amount FROM loans WHERE tenant_id = 'tenant_1' ORDER BY id LIMIT 100 OFFSET 1700",403,507.85,deny,4,medium,session_block,exfiltration pattern: 16 paginated queries detected in this session (LIMIT/OFFSET stepping) | reformulation pattern: table 'loans' was denied 11 times in this session | session suspended: 11 prior denials indicate a malicious query pattern,18,12,"{""loans"": 12}",9
session,https://demo.tankada.io,offset_stepping,loans,cov-offset_stepping-loans-0fd97505,18,"SELECT id, amount FROM loans WHERE tenant_id = 'tenant_1' ORDER BY id LIMIT 100 OFFSET 1800",403,522.73,deny,4,medium,session_block,exfiltration pattern: 17 paginated queries detected in this session (LIMIT/OFFSET stepping) | reformulation pattern: table 'loans' was denied 12 times in this session | session suspended: 12 prior denials indicate a malicious query pattern,19,13,"{""loans"": 13}",9
session,https://demo.tankada.io,offset_stepping,loans,cov-offset_stepping-loans-0fd97505,19,"SELECT id, amount FROM loans WHERE tenant_id = 'tenant_1' ORDER BY id LIMIT 100 OFFSET 1900",403,515.51,deny,4,medium,session_block,exfiltration pattern: 18 paginated queries detected in this session (LIMIT/OFFSET stepping) | reformulation pattern: table 'loans' was denied 13 times in this session | session suspended: 13 prior denials indicate a malicious query pattern,20,14,"{""loans"": 14}",8
